,размер,ткань,цвет,рукав,спрос
6215,3XL,нейлон,красный,длинный,средний
6216,XL,полиэстр,чёрный,короткий,средний
6217,M,лён,жёлтый,длинный,средний
6218,M,полиэстр,белый,короткий,средний
6219,S,нейлон,кремовый,короткий,высокий
6220,XL,полиэстр,белый,короткий,низкий
6221,XL,хлопок,чёрный,длинный,средний
6222,L,полиэстр,красный,короткий,высокий
6223,XL,лён,белый,короткий,средний
6224,XXL,лён,кремовый,длинный,высокий
6225,M,полиэстр,красный,длинный,средний
6226,XXL,нейлон,чёрный,короткий,средний
6227,3XL,полиэстр,синий,короткий,высокий
6228,XL,хлопок,чёрный,короткий,средний
6229,XXL,хлопок,оранжевый,короткий,средний
6230,3XL,лён,чёрный,короткий,низкий
6231,L,хлопок,жёлтый,длинный,средний
6232,M,хлопок,синий,короткий,высокий
6233,S,лён,кремовый,короткий,высокий
6234,XL,лён,белый,короткий,средний
6235,S,лён,чёрный,короткий,средний
6236,L,нейлон,голубой,длинный,средний
6237,XXL,нейлон,фиолетовый,длинный,средний
6238,L,полиэстр,голубой,длинный,средний
6239,XL,хлопок,кремовый,длинный,средний
6240,3XL,полиэстр,синий,длинный,средний
6241,XL,хлопок,фиолетовый,длинный,средний
6242,XXL,полиэстр,фиолетовый,длинный,средний
6243,XS,полиэстр,белый,короткий,средний
6244,3XL,нейлон,красный,длинный,средний
6245,XS,полиэстр,жёлтый,длинный,средний
6246,L,полиэстр,синий,короткий,высокий
6247,XL,нейлон,белый,короткий,низкий
6248,S,хлопок,красный,короткий,высокий
6249,XS,нейлон,белый,длинный,средний
6250,L,нейлон,белый,длинный,высокий
6251,XL,полиэстр,голубой,длинный,средний
6252,M,лён,чёрный,короткий,средний
6253,XL,полиэстр,белый,короткий,низкий
6254,XXL,нейлон,фиолетовый,короткий,высокий
6255,XL,хлопок,синий,длинный,средний
6256,L,полиэстр,синий,длинный,средний
6257,XXL,полиэстр,чёрный,длинный,средний
6258,XS,полиэстр,синий,короткий,высокий
6259,M,полиэстр,кремовый,длинный,средний
6260,L,лён,чёрный,короткий,средний
6261,XXL,нейлон,чёрный,длинный,средний
6262,M,шёлк,кремовый,короткий,низкий
6263,3XL,хлопок,кремовый,короткий,высокий
6264,M,нейлон,оранжевый,короткий,высокий
6265,M,лён,жёлтый,короткий,высокий
6266,S,хлопок,жёлтый,длинный,средний
6267,3XL,нейлон,синий,короткий,высокий
6268,S,полиэстр,синий,длинный,высокий
6269,3XL,нейлон,чёрный,короткий,средний
6270,S,лён,белый,короткий,высокий
6271,L,хлопок,фиолетовый,длинный,средний
6272,XL,полиэстр,фиолетовый,длинный,средний
6273,M,полиэстр,чёрный,короткий,средний
6274,3XL,нейлон,красный,длинный,средний
6275,M,нейлон,чёрный,короткий,средний
6276,M,нейлон,чёрный,длинный,средний
6277,L,нейлон,голубой,длинный,средний
6278,M,нейлон,жёлтый,короткий,высокий
6279,L,полиэстр,чёрный,длинный,высокий
6280,M,нейлон,синий,короткий,высокий
