,размер,ткань,цвет,рукав,спрос
5647,XL,полиэстр,белый,длинный,низкий
5648,S,полиэстр,фиолетовый,длинный,высокий
5649,XS,нейлон,чёрный,длинный,средний
5650,M,полиэстр,кремовый,длинный,средний
5651,XL,шёлк,голубой,длинный,низкий
5652,3XL,полиэстр,синий,длинный,средний
5653,XL,нейлон,кремовый,длинный,средний
5654,XS,полиэстр,красный,короткий,высокий
5655,L,лён,чёрный,длинный,средний
5656,3XL,хлопок,красный,короткий,средний
5657,S,полиэстр,красный,короткий,высокий
5658,XS,шёлк,кремовый,длинный,средний
5659,L,нейлон,оранжевый,короткий,высокий
5660,M,хлопок,синий,короткий,высокий
5661,XXL,нейлон,чёрный,короткий,средний
5662,3XL,нейлон,синий,длинный,средний
5663,XL,шёлк,зелёный,короткий,низкий
5664,S,нейлон,оранжевый,короткий,высокий
5665,3XL,нейлон,голубой,длинный,низкий
5666,M,хлопок,чёрный,короткий,средний
5667,XL,полиэстр,оранжевый,короткий,высокий
5668,XL,лён,синий,длинный,высокий
5669,XXL,нейлон,чёрный,длинный,средний
5670,XL,полиэстр,кремовый,длинный,средний
5671,L,полиэстр,кремовый,короткий,высокий
5672,L,хлопок,оранжевый,короткий,высокий
5673,XL,полиэстр,зелёный,короткий,высокий
5674,XL,шёлк,белый,короткий,низкий
5675,XL,хлопок,чёрный,короткий,средний
5676,L,шёлк,жёлтый,короткий,низкий
5677,3XL,полиэстр,жёлтый,длинный,низкий
5678,XL,нейлон,голубой,короткий,высокий
5679,XXL,шёлк,синий,короткий,низкий
5680,XL,полиэстр,белый,короткий,низкий
5681,L,лён,голубой,короткий,высокий
5682,L,полиэстр,красный,длинный,средний
5683,XXL,полиэстр,оранжевый,короткий,высокий
5684,L,нейлон,чёрный,короткий,средний
5685,M,лён,зелёный,длинный,средний
5686,L,хлопок,фиолетовый,короткий,высокий
5687,XS,хлопок,жёлтый,короткий,высокий
5688,L,лён,фиолетовый,длинный,высокий
5689,S,полиэстр,красный,длинный,высокий
5690,S,нейлон,чёрный,короткий,средний
5691,3XL,лён,жёлтый,длинный,средний
5692,L,полиэстр,жёлтый,короткий,высокий
5693,L,полиэстр,белый,короткий,высокий
5694,L,нейлон,фиолетовый,длинный,средний
5695,L,лён,фиолетовый,длинный,высокий
5696,XL,полиэстр,синий,короткий,высокий
5697,XXL,полиэстр,белый,короткий,низкий
5698,M,нейлон,голубой,длинный,средний
5699,XXL,нейлон,красный,короткий,высокий
5700,XL,нейлон,чёрный,короткий,средний
5701,S,лён,кремовый,короткий,высокий
5702,XS,нейлон,синий,длинный,высокий
5703,M,хлопок,голубой,короткий,высокий
5704,L,полиэстр,белый,короткий,высокий
5705,XL,нейлон,кремовый,короткий,высокий
5706,M,полиэстр,белый,длинный,средний
5707,L,нейлон,кремовый,короткий,высокий
5708,XL,хлопок,чёрный,длинный,средний
5709,XL,лён,чёрный,длинный,средний
5710,S,нейлон,чёрный,короткий,средний
5711,3XL,полиэстр,фиолетовый,короткий,средний
5712,XL,нейлон,синий,длинный,средний
5713,L,хлопок,синий,длинный,средний
